     Time-steps        Time         ICFL Max      VCFL Max        Rc Min        
           765  0.000108              0.082452       0.787898       0.000013      **********
           766  0.000108              0.082560       0.788023       0.000013      **********
           767  0.000108              0.082668       0.788141       0.000013      **********
           768  0.000108              0.082776       0.788213       0.000013      **********
           769  0.000108              0.082883       0.788237       0.000013      **********
           770  0.000108              0.082991       0.788215       0.000013      **********
           771  0.000108              0.083099       0.788161       0.000013      **********
           772  0.000108              0.083207       0.788089       0.000013      **********
           773  0.000108              0.083314       0.787973       0.000013      **********
           774  0.000108              0.083422       0.787815       0.000013      **********
           775  0.000108              0.083530       0.787643       0.000013      **********
           776  0.000108              0.083638       0.787702       0.000013      **********
           777  0.000108              0.083746       0.787841       0.000013      **********
           778  0.000108              0.083853       0.787972       0.000013      **********
           779  0.000108              0.083961       0.788061       0.000013      **********
           780  0.000108              0.084069       0.788104       0.000013      **********
           781  0.000108              0.084177       0.788103       0.000013      **********
           782  0.000108              0.084284       0.788073       0.000013      **********
           783  0.000108              0.084392       0.788025       0.000013      **********
           784  0.000108              0.084500       0.787936       0.000013      **********
           785  0.000108              0.084608       0.787807       0.000013      **********
           786  0.000108              0.084716       0.787663       0.000013      **********
           787  0.000108              0.084823       0.787492       0.000013      **********
           788  0.000108              0.084931       0.787630       0.000013      **********
           789  0.000108              0.085039       0.787779       0.000013      **********
           790  0.000108              0.085147       0.787884       0.000013      **********
           791  0.000108              0.085254       0.787946       0.000013      **********
           792  0.000108              0.085362       0.787965       0.000013      **********
           793  0.000108              0.085470       0.787966       0.000013      **********
           794  0.000108              0.085578       0.787942       0.000013      **********
           795  0.000108              0.085686       0.787880       0.000013      **********
           796  0.000108              0.085793       0.787778       0.000013      **********
           797  0.000108              0.085901       0.787663       0.000013      **********
           798  0.000108              0.086009       0.787522       0.000013      **********
           799  0.000108              0.086117       0.787411       0.000013      **********
           800  0.000108              0.086225       0.787573       0.000013      **********
           801  0.000108              0.086332       0.787694       0.000013      **********
           802  0.000108              0.086440       0.787773       0.000013      **********
           803  0.000108              0.086548       0.787811       0.000013      **********
           804  0.000108              0.086656       0.787846       0.000013      **********
           805  0.000108              0.086763       0.787845       0.000013      **********
           806  0.000108              0.086871       0.787807       0.000013      **********
           807  0.000108              0.086979       0.787732       0.000013      **********
           808  0.000108              0.087087       0.787653       0.000013      **********
           809  0.000108              0.087195       0.787541       0.000013      **********
           810  0.000108              0.087302       0.787396       0.000013      **********
           811  0.000108              0.087410       0.787354       0.000013      **********
           812  0.000108              0.087518       0.787488       0.000013      **********
           813  0.000108              0.087626       0.787584       0.000013      **********
           814  0.000108              0.087733       0.787661       0.000013      **********
           815  0.000108              0.087841       0.787717       0.000013      **********
           816  0.000108              0.087949       0.787738       0.000013      **********
           817  0.000108              0.088057       0.787723       0.000013      **********
           818  0.000108              0.088165       0.787686       0.000013      **********
           819  0.000108              0.088272       0.787635       0.000013      **********
           820  0.000108              0.088380       0.787552       0.000013      **********
           821  0.000108              0.088488       0.787438       0.000013      **********
           822  0.000108              0.088596       0.787319       0.000013      **********
           823  0.000108              0.088703       0.787273       0.000013      **********
           824  0.000108              0.088811       0.787397       0.000013      **********
           825  0.000108              0.088919       0.787507       0.000013      **********
           826  0.000108              0.089027       0.787583       0.000013      **********
           827  0.000108              0.089135       0.787624       0.000013      **********
           828  0.000108              0.089242       0.787632       0.000013      **********
           829  0.000108              0.089350       0.787638       0.000013      **********
           830  0.000108              0.089458       0.787613       0.000013      **********
           831  0.000108              0.089566       0.787557       0.000013      **********
           832  0.000108              0.089673       0.787490       0.000014      **********
           833  0.000108              0.089781       0.787402       0.000014      **********
           834  0.000108              0.089889       0.787302       0.000014      **********
           835  0.000108              0.089997       0.787223       0.000014      **********
           836  0.000108              0.090105       0.787350       0.000014      **********
           837  0.000108              0.090212       0.787442       0.000014      **********
           838  0.000108              0.090320       0.787503       0.000014      **********
           839  0.000108              0.090428       0.787562       0.000014      **********
           840  0.000108              0.090536       0.787591       0.000014      **********
           841  0.000108              0.090644       0.787591       0.000014      **********
           842  0.000108              0.090751       0.787578       0.000014      **********
           843  0.000108              0.090859       0.787547       0.000014      **********
           844  0.000108              0.090967       0.787505       0.000014      **********
           845  0.000108              0.091075       0.787441       0.000014      **********
           846  0.000108              0.091182       0.787363       0.000014      **********
           847  0.000108              0.091290       0.787277       0.000014      **********
           848  0.000108              0.091398       0.787308       0.000014      **********
           849  0.000108              0.091506       0.787418       0.000014      **********
           850  0.000108              0.091614       0.787498       0.000014      **********
           851  0.000108              0.091721       0.787549       0.000014      **********
           852  0.000108              0.091829       0.787591       0.000014      **********
           853  0.000108              0.091937       0.787614       0.000014      **********
           854  0.000108              0.092045       0.787628       0.000014      **********
           855  0.000108              0.092152       0.787618       0.000014      **********
           856  0.000108              0.092260       0.787600       0.000014      **********
           857  0.000108              0.092368       0.787569       0.000014      **********
           858  0.000108              0.092476       0.787517       0.000014      **********
           859  0.000108              0.092584       0.787441       0.000014      **********
           860  0.000108              0.092691       0.787339       0.000014      **********
           861  0.000108              0.092799       0.787441       0.000014      **********
           862  0.000108              0.092907       0.787540       0.000014      **********
           863  0.000108              0.093015       0.787616       0.000014      **********
           864  0.000108              0.093122       0.787682       0.000014      **********
           865  0.000108              0.093230       0.787732       0.000014      **********
           866  0.000108              0.093338       0.787768       0.000014      **********
           867  0.000108              0.093446       0.787789       0.000014      **********
           868  0.000108              0.093554       0.787788       0.000014      **********
           869  0.000108              0.093661       0.787766       0.000014      **********
           870  0.000108              0.093769       0.787720       0.000014      **********
           871  0.000108              0.093877       0.787649       0.000014      **********
           872  0.000108              0.093985       0.787554       0.000014      **********
           873  0.000108              0.094093       0.787561       0.000014      **********
           874  0.000108              0.094200       0.787679       0.000014      **********
           875  0.000108              0.094308       0.787784       0.000014      **********
           876  0.000108              0.094416       0.787872       0.000014      **********
           877  0.000108              0.094524       0.787942       0.000014      **********
           878  0.000108              0.094631       0.787989       0.000014      **********
           879  0.000108              0.094739       0.788016       0.000014      **********
           880  0.000108              0.094847       0.788022       0.000014      **********
           881  0.000108              0.094955       0.788006       0.000014      **********
           882  0.000108              0.095063       0.787965       0.000014      **********
           883  0.000108              0.095170       0.787901       0.000014      **********
           884  0.000108              0.095278       0.787811       0.000014      **********
           885  0.000108              0.095386       0.787782       0.000014      **********
           886  0.000108              0.095494       0.787918       0.000014      **********
           887  0.000108              0.095601       0.788033       0.000014      **********
           888  0.000108              0.095709       0.788127       0.000014      **********
           889  0.000108              0.095817       0.788199       0.000014      **********
           890  0.000108              0.095925       0.788254       0.000014      **********
           891  0.000108              0.096033       0.788288       0.000014      **********
           892  0.000108              0.096140       0.788300       0.000014      **********
           893  0.000108              0.096248       0.788288       0.000014      **********
           894  0.000108              0.096356       0.788253       0.000014      **********
           895  0.000108              0.096464       0.788193       0.000014      **********
           896  0.000108              0.096571       0.788108       0.000014      **********
           897  0.000108              0.096679       0.788070       0.000014      **********
           898  0.000108              0.096787       0.788208       0.000014      **********
           899  0.000108              0.096895       0.788325       0.000014      **********
           900  0.000108              0.097003       0.788425       0.000014      **********
           901  0.000108              0.097110       0.788506       0.000014      **********
           902  0.000108              0.097218       0.788566       0.000014      **********
           903  0.000108              0.097326       0.788605       0.000014      **********
           904  0.000108              0.097434       0.788622       0.000014      **********
           905  0.000108              0.097541       0.788616       0.000014      **********
           906  0.000108              0.097649       0.788585       0.000014      **********
           907  0.000108              0.097757       0.788530       0.000014      **********
           908  0.000108              0.097865       0.788448       0.000014      **********
           909  0.000108              0.097973       0.788397       0.000014      **********
           910  0.000108              0.098080       0.788542       0.000014      **********
           911  0.000108              0.098188       0.788667       0.000014      **********
           912  0.000108              0.098296       0.788773       0.000014      **********
           913  0.000108              0.098404       0.788859       0.000014      **********
           914  0.000108              0.098512       0.788924       0.000014      **********
           915  0.000108              0.098619       0.788968       0.000014      **********
           916  0.000108              0.098727       0.788989       0.000014      **********
           917  0.000108              0.098835       0.788987       0.000014      **********
           918  0.000108              0.098943       0.788960       0.000014      **********
           919  0.000108              0.099050       0.788906       0.000014      **********
           920  0.000108              0.099158       0.788826       0.000014      **********
           921  0.000108              0.099266       0.788779       0.000014      **********
           922  0.000108              0.099374       0.788928       0.000014      **********
           923  0.000108              0.099482       0.789058       0.000014      **********
           924  0.000108              0.099589       0.789168       0.000014      **********
           925  0.000108              0.099697       0.789259       0.000014      **********
           926  0.000108              0.099805       0.789328       0.000014      **********
           927  0.000108              0.099913       0.789376       0.000014      **********
           928  0.000108              0.100020       0.789400       0.000014      **********
           929  0.000108              0.100128       0.789399       0.000014      **********
           930  0.000108              0.100236       0.789373       0.000014      **********
           931  0.000108              0.100344       0.789320       0.000014      **********
           932  0.000108              0.100452       0.789238       0.000014      **********
           933  0.000108              0.100559       0.789206       0.000014      **********
           934  0.000108              0.100667       0.789359       0.000014      **********
           935  0.000108              0.100775       0.789493       0.000014      **********
           936  0.000108              0.100883       0.789608       0.000014      **********
           937  0.000108              0.100990       0.789701       0.000014      **********
           938  0.000108              0.101098       0.789774       0.000014      **********
           939  0.000108              0.101206       0.789823       0.000014      **********
           940  0.000108              0.101314       0.789848       0.000014      **********
           941  0.000108              0.101422       0.789847       0.000014      **********
           942  0.000108              0.101529       0.789819       0.000014      **********
           943  0.000108              0.101637       0.789762       0.000014      **********
           944  0.000108              0.101745       0.789675       0.000014      **********
           945  0.000108              0.101853       0.789676       0.000014      **********
           946  0.000108              0.101960       0.789833       0.000014      **********
           947  0.000108              0.102068       0.789971       0.000014      **********
           948  0.000108              0.102176       0.790088       0.000014      **********
           949  0.000108              0.102284       0.790183       0.000014      **********
           950  0.000108              0.102392       0.790256       0.000014      **********
           951  0.000108              0.102499       0.790305       0.000014      **********
           952  0.000108              0.102607       0.790328       0.000014      **********
           953  0.000108              0.102715       0.790324       0.000014      **********
           954  0.000108              0.102823       0.790291       0.000014      **********
           955  0.000108              0.102931       0.790228       0.000014      **********
           956  0.000108              0.103038       0.790133       0.000014      **********
           957  0.000108              0.103146       0.790188       0.000014      **********
           958  0.000108              0.103254       0.790347       0.000014      **********
           959  0.000108              0.103362       0.790487       0.000014      **********
           960  0.000108              0.103469       0.790605       0.000014      **********
           961  0.000108              0.103577       0.790700       0.000014      **********
           962  0.000108              0.103685       0.790771       0.000014      **********
           963  0.000108              0.103793       0.790816       0.000014      **********
           964  0.000108              0.103901       0.790834       0.000014      **********
           965  0.000108              0.104008       0.790823       0.000014      **********
           966  0.000108              0.104116       0.790783       0.000014      **********
           967  0.000108              0.104224       0.790710       0.000014      **********
           968  0.000108              0.104332       0.790603       0.000014      **********
           969  0.000108              0.104439       0.790735       0.000014      **********
           970  0.000108              0.104547       0.790896       0.000014      **********
           971  0.000108              0.104655       0.791034       0.000014      **********
           972  0.000108              0.104763       0.791150       0.000014      **********
           973  0.000108              0.104871       0.791242       0.000014      **********
           974  0.000108              0.104978       0.791308       0.000014      **********
           975  0.000108              0.105086       0.791346       0.000014      **********
           976  0.000108              0.105194       0.791356       0.000014      **********
           977  0.000108              0.105302       0.791336       0.000014      **********
           978  0.000108              0.105409       0.791283       0.000014      **********
           979  0.000108              0.105517       0.791196       0.000014      **********
           980  0.000108              0.105625       0.791132       0.000014      **********
           981  0.000108              0.105733       0.791311       0.000014      **********
           982  0.000108              0.105841       0.791469       0.000014      **********
           983  0.000108              0.105948       0.791605       0.000014      **********
           984  0.000108              0.106056       0.791716       0.000014      **********
           985  0.000108              0.106164       0.791801       0.000014      **********
           986  0.000108              0.106272       0.791859       0.000014      **********
           987  0.000108              0.106379       0.791888       0.000014      **********
           988  0.000108              0.106487       0.791886       0.000014      **********
           989  0.000108              0.106595       0.791852       0.000014      **********
           990  0.000108              0.106703       0.791784       0.000014      **********
           991  0.000108              0.106811       0.791680       0.000014      **********
           992  0.000108              0.106918       0.791733       0.000014      **********
           993  0.000108              0.107026       0.791910       0.000015      **********
           994  0.000108              0.107134       0.792063       0.000015      **********
           995  0.000108              0.107242       0.792192       0.000015      **********
           996  0.000108              0.107350       0.792296       0.000015      **********
           997  0.000108              0.107457       0.792372       0.000015      **********
           998  0.000108              0.107565       0.792418       0.000015      **********
           999  0.000108              0.107673       0.792434       0.000015      **********
          1000  0.000108              0.107781       0.792417       0.000015      **********
          1001  0.000108              0.107888       0.792366       0.000015      **********
          1002  0.000108              0.107996       0.792279       0.000015      **********
          1003  0.000108              0.108104       0.792163       0.000015      **********
          1004  0.000108              0.108212       0.792356       0.000015      **********
          1005  0.000108              0.108320       0.792526       0.000015      **********
          1006  0.000108              0.108427       0.792672       0.000015      **********
          1007  0.000108              0.108535       0.792792       0.000015      **********
          1008  0.000108              0.108643       0.792885       0.000015      **********
          1009  0.000108              0.108751       0.792948       0.000015      **********
          1010  0.000108              0.108858       0.792979       0.000015      **********
          1011  0.000108              0.108966       0.792978       0.000015      **********
          1012  0.000108              0.109074       0.792942       0.000015      **********
          1013  0.000108              0.109182       0.792870       0.000015      **********
          1014  0.000108              0.109290       0.792760       0.000015      **********
          1015  0.000108              0.109397       0.792808       0.000015      **********
          1016  0.000108              0.109505       0.792994       0.000015      **********
          1017  0.000108              0.109613       0.793155       0.000015      **********
          1018  0.000108              0.109721       0.793291       0.000015      **********
          1019  0.000108              0.109828       0.793398       0.000015      **********
          1020  0.000108              0.109936       0.793475       0.000015      **********
          1021  0.000108              0.110044       0.793521       0.000015      **********
          1022  0.000108              0.110152       0.793534       0.000015      **********
          1023  0.000108              0.110260       0.793512       0.000015      **********
          1024  0.000108              0.110367       0.793453       0.000015      **********
          1025  0.000108              0.110475       0.793356       0.000015      **********
          1026  0.000108              0.110583       0.793266       0.000015      **********
          1027  0.000108              0.110691       0.793466       0.000015      **********
          1028  0.000108              0.110799       0.793642       0.000015      **********
          1029  0.000108              0.110906       0.793791       0.000015      **********
          1030  0.000108              0.111014       0.793911       0.000015      **********
          1031  0.000108              0.111122       0.794002       0.000015      **********
          1032  0.000108              0.111230       0.794060       0.000015      **********
          1033  0.000108              0.111337       0.794085       0.000015      **********
          1034  0.000108              0.111445       0.794075       0.000015      **********
          1035  0.000108              0.111553       0.794028       0.000015      **********
          1036  0.000108              0.111661       0.793943       0.000015      **********
          1037  0.000108              0.111769       0.793819       0.000015      **********
          1038  0.000108              0.111876       0.793942       0.000015      **********
          1039  0.000108              0.111984       0.794130       0.000015      **********
          1040  0.000108              0.112092       0.794291       0.000015      **********
          1041  0.000108              0.112200       0.794423       0.000015      **********
          1042  0.000108              0.112307       0.794525       0.000015      **********
          1043  0.000108              0.112415       0.794595       0.000015      **********
          1044  0.000108              0.112523       0.794631       0.000015      **********
          1045  0.000108              0.112631       0.794632       0.000015      **********
          1046  0.000108              0.112739       0.794597       0.000015      **********
          1047  0.000108              0.112846       0.794523       0.000015      **********
          1048  0.000108              0.112954       0.794410       0.000015      **********
          1049  0.000108              0.113062       0.794422       0.000015      **********
          1050  0.000108              0.113170       0.794621       0.000015      **********
          1051  0.000108              0.113277       0.794792       0.000015      **********
          1052  0.000108              0.113385       0.794935       0.000015      **********
          1053  0.000108              0.113493       0.795048       0.000015      **********
          1054  0.000108              0.113601       0.795129       0.000015      **********
          1055  0.000108              0.113709       0.795176       0.000015      **********
          1056  0.000108              0.113816       0.795187       0.000015      **********
          1057  0.000108              0.113924       0.795160       0.000015      **********
          1058  0.000108              0.114032       0.795095       0.000015      **********
          1059  0.000108              0.114140       0.794991       0.000015      **********
          1060  0.000108              0.114247       0.794904       0.000015      **********
          1061  0.000108              0.114355       0.795113       0.000015      **********
          1062  0.000108              0.114463       0.795295       0.000015      **********
          1063  0.000108              0.114571       0.795448       0.000015      **********
          1064  0.000108              0.114679       0.795570       0.000015      **********
          1065  0.000108              0.114786       0.795659       0.000015      **********
          1066  0.000108              0.114894       0.795713       0.000015      **********
          1067  0.000108              0.115002       0.795732       0.000015      **********
          1068  0.000108              0.115110       0.795714       0.000015      **********
          1069  0.000108              0.115218       0.795657       0.000015      **********
          1070  0.000108              0.115325       0.795561       0.000015      **********
          1071  0.000108              0.115433       0.795423       0.000015      **********
          1072  0.000108              0.115541       0.795610       0.000015      **********
          1073  0.000108              0.115649       0.795800       0.000015      **********
          1074  0.000108              0.115756       0.795961       0.000015      **********
          1075  0.000108              0.115864       0.796090       0.000015      **********
          1076  0.000108              0.115972       0.796187       0.000015      **********
          1077  0.000108              0.116080       0.796249       0.000015      **********
          1078  0.000108              0.116188       0.796275       0.000015      **********
          1079  0.000108              0.116295       0.796264       0.000015      **********
          1080  0.000108              0.116403       0.796214       0.000015      **********
          1081  0.000108              0.116511       0.796123       0.000015      **********
          1082  0.000108              0.116619       0.795992       0.000015      **********
          1083  0.000108              0.116726       0.796108       0.000015      **********
          1084  0.000108              0.116834       0.796306       0.000015      **********
          1085  0.000108              0.116942       0.796473       0.000015      **********
          1086  0.000108              0.117050       0.796609       0.000015      **********
          1087  0.000108              0.117158       0.796711       0.000015      **********
          1088  0.000108              0.117265       0.796779       0.000015      **********
          1089  0.000108              0.117373       0.796811       0.000015      **********
          1090  0.000108              0.117481       0.796805       0.000015      **********
          1091  0.000108              0.117589       0.796759       0.000015      **********
          1092  0.000108              0.117696       0.796674       0.000015      **********
          1093  0.000108              0.117804       0.796546       0.000015      **********
          1094  0.000108              0.117912       0.796607       0.000015      **********
          1095  0.000108              0.118020       0.796810       0.000015      **********
          1096  0.000108              0.118128       0.796983       0.000015      **********
          1097  0.000108              0.118235       0.797123       0.000015      **********
          1098  0.000108              0.118343       0.797230       0.000015      **********
          1099  0.000108              0.118451       0.797302       0.000015      **********
          1100  0.000108              0.118559       0.797338       0.000015      **********
          1101  0.000108              0.118666       0.797335       0.000015      **********
          1102  0.000108              0.118774       0.797293       0.000015      **********
          1103  0.000108              0.118882       0.797210       0.000015      **********
          1104  0.000108              0.118990       0.797086       0.000015      **********
          1105  0.000108              0.119098       0.797105       0.000015      **********
          1106  0.000108              0.119205       0.797313       0.000015      **********
          1107  0.000108              0.119313       0.797489       0.000015      **********
          1108  0.000108              0.119421       0.797633       0.000015      **********
          1109  0.000108              0.119529       0.797743       0.000015      **********
          1110  0.000108              0.119637       0.797818       0.000015      **********
          1111  0.000108              0.119744       0.797856       0.000015      **********
          1112  0.000108              0.119852       0.797855       0.000015      **********
          1113  0.000108              0.119960       0.797815       0.000015      **********
          1114  0.000108              0.120068       0.797734       0.000015      **********
          1115  0.000108              0.120175       0.797612       0.000015      **********
          1116  0.000108              0.120283       0.797603       0.000015      **********
          1117  0.000108              0.120391       0.797813       0.000015      **********
          1118  0.000108              0.120499       0.797992       0.000015      **********
          1119  0.000108              0.120607       0.798137       0.000015      **********
          1120  0.000108              0.120714       0.798249       0.000015      **********
          1121  0.000108              0.120822       0.798324       0.000015      **********
          1122  0.000108              0.120930       0.798363       0.000015      **********
          1123  0.000108              0.121038       0.798363       0.000015      **********
          1124  0.000108              0.121145       0.798324       0.000015      **********
          1125  0.000108              0.121253       0.798244       0.000015      **********
          1126  0.000108              0.121361       0.798122       0.000015      **********
          1127  0.000108              0.121469       0.798096       0.000015      **********
          1128  0.000108              0.121577       0.798307       0.000015      **********
          1129  0.000108              0.121684       0.798487       0.000015      **********
          1130  0.000108              0.121792       0.798634       0.000015      **********
          1131  0.000108              0.121900       0.798746       0.000015      **********
          1132  0.000108              0.122008       0.798822       0.000015      **********
          1133  0.000108              0.122115       0.798861       0.000015      **********
          1134  0.000108              0.122223       0.798862       0.000015      **********
          1135  0.000108              0.122331       0.798823       0.000015      **********
          1136  0.000108              0.122439       0.798744       0.000015      **********
          1137  0.000108              0.122547       0.798623       0.000015      **********
          1138  0.000108              0.122654       0.798585       0.000016      **********
          1139  0.000108              0.122762       0.798797       0.000016      **********
          1140  0.000108              0.122870       0.798977       0.000016      **********
          1141  0.000108              0.122978       0.799124       0.000016      **********
          1142  0.000108              0.123086       0.799236       0.000016      **********
          1143  0.000108              0.123193       0.799312       0.000016      **********
          1144  0.000108              0.123301       0.799351       0.000016      **********
          1145  0.000108              0.123409       0.799352       0.000016      **********
          1146  0.000108              0.123517       0.799313       0.000016      **********
          1147  0.000108              0.123624       0.799234       0.000016      **********
          1148  0.000108              0.123732       0.799113       0.000016      **********
          1149  0.000108              0.123840       0.799071       0.000016      **********
          1150  0.000108              0.123948       0.799283       0.000016      **********
          1151  0.000108              0.124056       0.799463       0.000016      **********
          1152  0.000108              0.124163       0.799609       0.000016      **********
          1153  0.000108              0.124271       0.799721       0.000016      **********
          1154  0.000108              0.124379       0.799796       0.000016      **********
          1155  0.000108              0.124487       0.799834       0.000016      **********
          1156  0.000108              0.124594       0.799834       0.000016      **********
          1157  0.000108              0.124702       0.799795       0.000016      **********
          1158  0.000108              0.124810       0.799715       0.000016      **********
          1159  0.000108              0.124918       0.799594       0.000016      **********
          1160  0.000108              0.125026       0.799553       0.000016      **********
          1161  0.000108              0.125133       0.799764       0.000016      **********
          1162  0.000108              0.125241       0.799944       0.000016      **********
          1163  0.000108              0.125349       0.800089       0.000016      **********
          1164  0.000108              0.125457       0.800200       0.000016      **********
          1165  0.000108              0.125564       0.800274       0.000016      **********
          1166  0.000108              0.125672       0.800311       0.000016      **********
          1167  0.000108              0.125780       0.800310       0.000016      **********
          1168  0.000108              0.125888       0.800269       0.000016      **********
          1169  0.000108              0.125996       0.800188       0.000016      **********
          1170  0.000108              0.126103       0.800065       0.000016      **********
          1171  0.000108              0.126211       0.800034       0.000016      **********
          1172  0.000108              0.126319       0.800245       0.000016      **********
          1173  0.000108              0.126427       0.800423       0.000016      **********
          1174  0.000108              0.126534       0.800566       0.000016      **********
          1175  0.000108              0.126642       0.800675       0.000016      **********
          1176  0.000108              0.126750       0.800747       0.000016      **********
          1177  0.000108              0.126858       0.800782       0.000016      **********
          1178  0.000108              0.126966       0.800778       0.000016      **********
          1179  0.000108              0.127073       0.800734       0.000016      **********
          1180  0.000108              0.127181       0.800650       0.000016      **********
          1181  0.000108              0.127289       0.800524       0.000016      **********
          1182  0.000108              0.127397       0.800512       0.000016      **********
          1183  0.000108              0.127505       0.800720       0.000016      **********
          1184  0.000108              0.127612       0.800895       0.000016      **********
          1185  0.000108              0.127720       0.801036       0.000016      **********
          1186  0.000108              0.127828       0.801141       0.000016      **********
          1187  0.000108              0.127936       0.801209       0.000016      **********
          1188  0.000108              0.128043       0.801239       0.000016      **********
          1189  0.000108              0.128151       0.801231       0.000016      **********
          1190  0.000108              0.128259       0.801183       0.000016      **********
          1191  0.000108              0.128367       0.801095       0.000016      **********
          1192  0.000108              0.128475       0.800965       0.000016      **********
          1193  0.000108              0.128582       0.800981       0.000016      **********
          1194  0.000108              0.128690       0.801186       0.000016      **********
          1195  0.000108              0.128798       0.801356       0.000016      **********
          1196  0.000108              0.128906       0.801492       0.000016      **********
          1197  0.000108              0.129013       0.801592       0.000016      **********
          1198  0.000108              0.129121       0.801655       0.000016      **********
          1199  0.000108              0.129229       0.801681       0.000016      **********
          1200  0.000108              0.129337       0.801667       0.000016      **********
          1201  0.000108              0.129445       0.801614       0.000016      **********
          1202  0.000108              0.129552       0.801520       0.000016      **********
          1203  0.000108              0.129660       0.801385       0.000016      **********
          1204  0.000108              0.129768       0.801440       0.000016      **********
          1205  0.000108              0.129876       0.801639       0.000016      **********
          1206  0.000108              0.129983       0.801805       0.000016      **********
          1207  0.000108              0.130091       0.801935       0.000016      **********
          1208  0.000108              0.130199       0.802029       0.000016      **********
          1209  0.000108              0.130307       0.802086       0.000016      **********
          1210  0.000108              0.130415       0.802105       0.000016      **********
          1211  0.000108              0.130522       0.802086       0.000016      **********
          1212  0.000108              0.130630       0.802026       0.000016      **********
          1213  0.000108              0.130738       0.801927       0.000016      **********
          1214  0.000108              0.130846       0.801786       0.000016      **********
          1215  0.000108              0.130953       0.801887       0.000016      **********
          1216  0.000108              0.131061       0.802079       0.000016      **********
          1217  0.000108              0.131169       0.802238       0.000016      **********
          1218  0.000108              0.131277       0.802361       0.000016      **********
          1219  0.000108              0.131385       0.802449       0.000016      **********
          1220  0.000108              0.131492       0.802499       0.000016      **********
          1221  0.000108              0.131600       0.802511       0.000016      **********
          1222  0.000108              0.131708       0.802485       0.000016      **********
          1223  0.000108              0.131816       0.802420       0.000016      **********
          1224  0.000108              0.131924       0.802314       0.000016      **********
          1225  0.000108              0.132031       0.802167       0.000016      **********
          1226  0.000108              0.132139       0.802318       0.000016      **********
          1227  0.000108              0.132247       0.802504       0.000016      **********
          1228  0.000108              0.132355       0.802656       0.000016      **********
          1229  0.000108              0.132462       0.802772       0.000016      **********
          1230  0.000108              0.132570       0.802852       0.000016      **********
          1231  0.000108              0.132678       0.802895       0.000016      **********
          1232  0.000108              0.132786       0.802901       0.000016      **********
          1233  0.000108              0.132894       0.802868       0.000016      **********
          1234  0.000108              0.133001       0.802796       0.000016      **********
          1235  0.000108              0.133109       0.802684       0.000016      **********
          1236  0.000108              0.133217       0.802531       0.000016      **********
          1237  0.000108              0.133325       0.802737       0.000016      **********
          1238  0.000108              0.133432       0.802915       0.000016      **********
          1239  0.000108              0.133540       0.803059       0.000016      **********
          1240  0.000108              0.133648       0.803168       0.000016      **********
          1241  0.000108              0.133756       0.803241       0.000016      **********
          1242  0.000108              0.133864       0.803277       0.000016      **********
          1243  0.000108              0.133971       0.803276       0.000016      **********
          1244  0.000108              0.134079       0.803236       0.000016      **********
          1245  0.000108              0.134187       0.803157       0.000016      **********
          1246  0.000108              0.134295       0.803039       0.000016      **********
          1247  0.000108              0.134402       0.802939       0.000016      **********
          1248  0.000108              0.134510       0.803143       0.000016      **********
